classification,location_evidence,cell_index,tree_id,direction_index_zero_based,direction,q_seeder,q_oracle,triangle_aabb_candidate_count,port_boundary_labels,x_m,y_m,z_m
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400397,625320320,4,0 1 0,1.0,,0,outlet_03,0.00017800584850211152,0.00013953789788607616,0.00012997562971009925
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400398,625320394,0,-1 0 0,1.0,,0,outlet_03,0.00017800584850211152,0.00013969174403992229,0.0001295140912485608
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400398,625320394,2,0 0 -1,1.0,,0,outlet_03,0.00017800584850211152,0.00013969174403992229,0.0001295140912485608
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400398,625320394,10,-1 0 -1,1.0,,0,outlet_03,0.00017800584850211152,0.00013969174403992229,0.0001295140912485608
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400398,625320394,12,-1 0 1,1.0,,0,outlet_03,0.00017800584850211152,0.00013969174403992229,0.0001295140912485608
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400399,625320398,0,-1 0 0,1.0,,0,outlet_03,0.00017800584850211152,0.00013969174403992229,0.00012966793740240695
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400399,625320398,10,-1 0 -1,1.0,,0,outlet_03,0.00017800584850211152,0.00013969174403992229,0.00012966793740240695
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400399,625320398,12,-1 0 1,1.0,,0,outlet_03,0.00017800584850211152,0.00013969174403992229,0.00012966793740240695
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400400,625320426,0,-1 0 0,1.0,,0,outlet_03,0.00017800584850211152,0.00013969174403992229,0.0001298217835562531
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400400,625320426,5,0 0 1,1.0,,0,outlet_03,0.00017800584850211152,0.00013969174403992229,0.0001298217835562531
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400400,625320426,10,-1 0 -1,1.0,,0,outlet_03,0.00017800584850211152,0.00013969174403992229,0.0001298217835562531
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400400,625320426,12,-1 0 1,1.0,,0,outlet_03,0.00017800584850211152,0.00013969174403992229,0.0001298217835562531
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400827,625333585,16,1 -1 0,1.0,,2,outlet_03,0.00017815969465595767,0.00013784559019376847,0.00013074486047933004
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400852,625333733,0,-1 0 0,1.0,,2,outlet_03,0.00017815969465595767,0.00013876866711684538,0.0001308987066331762
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400852,625333733,15,-1 1 0,1.0,,2,outlet_03,0.00017815969465595767,0.00013876866711684538,0.0001308987066331762
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400853,625333735,0,-1 0 0,1.0,,0,outlet_03,0.00017815969465595767,0.00013892251327069153,0.0001308987066331762
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400853,625333735,14,-1 -1 0,1.0,,2,outlet_03,0.00017815969465595767,0.00013892251327069153,0.0001308987066331762
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400932,625334364,5,0 0 1,1.0,,0,outlet_03,0.00017800584850211152,0.00013953789788607616,0.0001301294758639454
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400932,625334364,8,0 1 -1,1.0,,0,outlet_03,0.00017800584850211152,0.00013953789788607616,0.0001301294758639454
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400934,625334366,4,0 1 0,1.0,,0,outlet_03,0.00017800584850211152,0.00013938405173222998,0.00013028332201779155
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400941,625334394,8,0 1 -1,1.0,,2,outlet_03,0.00017800584850211152,0.00013938405173222998,0.0001304371681716377
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400942,965285068,0,-1 0 0,1.0,,0,outlet_01,0.00011400584850211151,0.00015338405173223,0.00016705255278702232
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400942,965285068,14,-1 -1 0,1.0,,3,outlet_01,0.00011400584850211151,0.00015338405173223,0.00016705255278702232
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400948,965285140,1,0 -1 0,1.0,,2,outlet_01,0.00011492892542518845,0.00015338405173223,0.00016705255278702232
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400948,965285140,3,1 0 0,1.0,,0,outlet_01,0.00011492892542518845,0.00015338405173223,0.00016705255278702232
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400948,965285140,16,1 -1 0,1.0,,2,outlet_01,0.00011492892542518845,0.00015338405173223,0.00016705255278702232
