source_model_id,global_edge_id,upstream_global_node_id,downstream_global_node_id
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,333,2743,2744
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,334,2744,2745
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,335,2745,2746
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,336,2746,2747
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,337,2747,2748
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,338,2748,2749
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,339,2749,2750
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,340,2750,2751
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,341,2751,2752
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,342,2752,2753
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,343,2753,2754
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,344,2754,2755
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,345,2755,2756
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,346,2756,2757
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,347,2757,2758
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,348,2758,2759
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,349,2759,2760
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,350,2760,2761
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,351,2761,2762
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01,352,2762,2763
